position	value	codepoint	char
634	10674	U+8E55	蹕
635	52932	U+3D43	㵃
636	114268	U+21C59	𡱙
637	135858	U+2DA22	𭨢
638	56682	U+4D6E	䵮
639	27726	U+B14F	녏
640	62473	U+211E3	𡇣
641	140395	U+2F970	繅
642	131024	U+2C0E1	𬃡
643	115500	U+22ADE	𢫞
644	104231	U+1789C	𗢜
645	75999	U+26AD9	𦫙
646	5448	U+4E82	亂
647	141065	U+3021C	𰈜
648	31738	U+C1BB	솻
649	83185	U+29495	𩒕
650	65262	U+223F7	𢏷
651	32061	U+C313	쌓
652	11048	U+95FD	闽
653	15079	U+7AE4	竤
654	42888	U+23C7	⏇
655	136086	U+2DB35	𭬵
656	90837	U+30C66	𰱦
657	42600	U+22A4	⊤
658	36126	U+D3BE	펾
659	54489	U+440D	䐍
660	2752	U+1786	ឆ
661	49089	U+1D675	𝙵
662	47415	U+1F216	🈖
663	32276	U+C3EC	쏬
664	147391	U+31FDA	𱿚
665	58702	U+8495	蒕
666	64597	U+22043	𢁃
667	85813	U+2A32B	𪌫
668	143032	U+30ACA	𰫊
669	64976	U+22255	𢉕
670	18820	U+5D8E	嶎
671	110059	U+1D86F	𝡯
672	99826	U+13250	𓉐
673	21559	U+2517D	𥅽
674	119365	U+2521D	𥈝
675	99020	U+124D1	𒓑
676	30020	U+BABE	몾
677	60769	U+2068D	𠚍
678	95127	U+10822	𐠢
679	14604	U+72AA	犪
680	143254	U+30BF7	𰯷
681	75792	U+269C4	𦧄
682	77998	U+276CF	𧛏
683	127507	U+2AE7A	𪹺
684	59514	U+9D62	鵢
685	47997	U+1F8A0	🢠
686	21427	U+2493E	𤤾
687	50795	U+25FD	◽
688	41905	U+1620	ᘠ
689	69725	U+243B5	𤎵
690	98655	U+122F2	𒋲
691	35990	U+D332	팲
692	80745	U+2862F	𨘯
693	69461	U+2413C	𤄼
694	139323	U+2EA85	𮪅
695	92524	U+11AC0	𑫀
696	28581	U+B4CF	듏
697	137656	U+2E285	𮊅
698	21336	U+24161	𤅡
699	56788	U+4EB4	亴
700	30723	U+BDA4	붤
701	29340	U+B7DD	럝
702	136916	U+2DF15	𭼕
703	17905	U+3506	㔆
704	59308	U+982A	頪
705	72348	U+253D4	𥏔
706	22066	U+28AE5	𨫥
707	35500	U+D131	턱
708	31745	U+C1C2	쇂
709	105535	U+17DB4	𗶴
710	22530	U+016A	Ū
711	73094	U+2593B	𥤻
712	30282	U+BBC9	믉
713	14639	U+7327	猧
714	103513	U+175CE	𗗎
715	88561	U+2CB7B	𬭻
716	31329	U+C008	쀈
717	105975	U+17F6C	𗽬
718	48588	U+1D469	𝑩
719	10597	U+8D2B	贫
720	65646	U+2260D	𢘍
721	118268	U+24447	𤑇
722	64464	U+21F7C	𡽼
723	83399	U+295B9	𩖹
724	105831	U+17EDC	𗻜
725	93726	U+A9A7	ꦧ
726	130836	U+2BFFC	𫿼
727	94196	U+1035F	𐍟
728	142261	U+3076A	𰝪
729	45999	U+1CE4D	𜹍
730	65877	U+227A5	𢞥
731	78979	U+27BF1	𧯱
732	18493	U+4EB8	亸
733	66267	U+22A38	𢨸
734	7991	U+6FB6	澶
735	146076	U+31A77	𱩷
736	57327	U+5CE2	峢
737	5069	U+8569	蕩
738	80398	U+2841B	𨐛
739	73494	U+25BD1	𥯑
740	46715	U+1D310	𝌐
741	106807	U+182AC	𘊬
742	1871	U+0C23	ణ
743	132549	U+2C873	𬡳
744	92049	U+2877	⡷
745	125042	U+29B40	𩭀
746	55382	U+47E5	䟥
747	116803	U+23644	𣙄
748	19579	U+803C	耼
749	58483	U+7CFF	糿
750	60939	U+20781	𠞁
751	120880	U+261CA	𦇊
752	7559	U+9D70	鵰
753	7582	U+4EB3	亳
754	136653	U+2DDD9	𭷙
755	15667	U+850E	蔎
756	70178	U+246A4	𤚤
757	32220	U+C3B4	쎴
758	44084	U+2A2C	⨬
759	28275	U+B38F	뎏
760	110943	U+1E90F	𞤏
761	130419	U+2BE13	𫸓
762	47304	U+1F150	🅐
763	51001	U+34CD	㓍
764	74101	U+25F90	𥾐
765	102891	U+17360	𗍠
766	96288	U+11058	𑁘
767	84079	U+29942	𩥂
768	108254	U+1885B	𘡛
769	79256	U+27D5E	𧵞
770	13835	U+65F3	旳
771	81331	U+2896A	𨥪
772	10470	U+8BAD	训
773	10595	U+8D29	贩
774	41410	U+1431	ᐱ
775	98790	U+12379	𒍹
776	80296	U+28394	𨎔
777	38826	U+1303	ጃ
778	54614	U+448E	䒎
779	80256	U+28352	𨍒
780	13020	U+579D	垝
781	24080	U+FB8C	ﮌ
782	119040	U+24DBF	𤶿
783	63989	U+21C6F	𡱯
784	88580	U+2CBA6	𬮦
785	74729	U+2637B	𦍻
786	976	U+529E	办
787	66611	U+22D22	𢴢
788	64377	U+21EEF	𡻯
789	111713	U+201A1	𠆡
790	27591	U+B0BD	낽
791	49096	U+1D67C	𝙼
792	85120	U+29F47	𩽇
793	99646	U+1319C	𓆜
794	143560	U+30DC2	𰷂
795	43462	U+2671	♱
796	103317	U+1750A	𗔊
797	12307	U+7FB0	羰
798	118984	U+24CFD	𤳽
799	33111	U+C772	읲
800	135785	U+2D9D4	𭧔
801	116300	U+2323A	𣈺
802	18198	U+3FC8	㿈
803	82431	U+290C1	𩃁
804	118490	U+24720	𤜠
805	142885	U+30A25	𰨥
806	39905	U+A0AE	ꂮ
807	3960	U+7891	碑
808	64492	U+21FA5	𡾥
809	78018	U+276E3	𧛣
810	128289	U+2B225	𫈥
811	117886	U+2415E	𤅞
812	71024	U+24C46	𤱆
813	96287	U+11057	𑁗
814	74726	U+26378	𦍸
815	70113	U+2464C	𤙌
816	56569	U+4CF1	䳱
817	121260	U+266C9	𦛉
818	32362	U+C442	쑂
819	49774	U+1F403	🐃
820	6217	U+584C	塌
821	137015	U+2DF88	𭾈
822	69465	U+24147	𤅇
823	112065	U+204BB	𠒻
824	136967	U+2DF53	𭽓
825	89825	U+2E315	𮌕
826	142184	U+30711	𰜑
827	6873	U+5078	偸
828	125243	U+29E0D	𩸍
829	108065	U+18796	𘞖
830	24531	U+FD61	ﵡ
831	53277	U+3ED8	㻘
832	26181	U+11B7	ᆷ
833	7661	U+55D0	嗐
834	58594	U+80EE	胮
835	79771	U+28073	𨁳
836	79220	U+27D21	𧴡
837	41225	U+A612	ꘒ
838	19592	U+812A	脪
839	93418	U+2C93	ⲓ
840	98938	U+12474	𒑴
841	74784	U+263C7	𦏇
842	92055	U+287D	⡽
843	97247	U+118A1	𑢡
844	45301	U+1011F	𐄟
845	33432	U+C8D2	죒
846	135335	U+2D7B6	𭞶
847	145394	U+317AE	𱞮
848	143992	U+3104B	𱁋
849	81509	U+28B18	𨬘
850	59695	U+F965	便
851	144580	U+31435	𱐵
852	115861	U+22DB0	𢶰
853	79362	U+27E01	𧸁
854	99397	U+130A3	𓂣
855	88663	U+2CCB6	𬲶
856	58005	U+7097	炗
857	61320	U+2099C	𠦜
858	1468	U+6D17	洗
859	131111	U+2C164	𬅤
860	42839	U+2396	⎖
861	137259	U+2E0A1	𮂡
862	63627	U+21A1B	𡨛
863	8448	U+9B2A	鬪
864	30389	U+BC41	뱁
865	14871	U+7788	瞈
866	94328	U+1041C	𐐜
867	75955	U+26A9B	𦪛
868	100344	U+14420	𔐠
869	69526	U+241BE	𤆾
870	27244	U+AF57	꽗
871	5760	U+7601	瘁
872	98028	U+1207F	𒁿
873	62455	U+211CE	𡇎
874	121580	U+26B2D	𦬭
875	5564	U+5EF3	廳
876	78034	U+276FC	𧛼
877	110685	U+1E5D5	𞗕
878	138715	U+2E7B1	𮞱
879	34872	U+CEA3	캣
880	112117	U+20557	𠕗
881	52215	U+3A30	㨰
