position	value	codepoint	char
653	112239	U+97E8	韨
654	38493	U+2269E	𢚞
655	77265	U+2607B	𦁻
656	5747	U+114C6	𑓆
657	128713	U+2793F	𧤿
658	38362	U+2DA8C	𭪌
659	45631	U+30108	𰄈
660	95708	U+217E8	𡟨
661	87414	U+CADD	쫝
662	2553	U+6B62	止
663	93949	U+24337	𤌷
664	21464	U+CF88	쾈
665	68621	U+23D8D	𣶍
666	91895	U+213CA	𡏊
667	74097	U+17070	𗁰
668	103680	U+9026	逦
669	6026	U+20008	𠀈
670	110935	U+824A	艊
671	103810	U+21F60	𡽠
672	62403	U+2B7DA	𫟚
673	16008	U+28015	𨀕
674	97123	U+26325	𦌥
675	51668	U+77FB	矻
676	10506	U+B260	뉠
677	128678	U+2288D	𢢍
678	147699	U+16F9C	𖾜
679	83241	U+2BADF	𫫟
680	18457	U+2D470	𭑰
681	38133	U+A0AF	ꂯ
682	3274	U+B2C8	니
683	73475	U+1958	ᥘ
684	122936	U+2E4AB	𮒫
685	121253	U+8D6D	赭
686	147333	U+29664	𩙤
687	83281	U+30D9C	𰶜
688	117028	U+5697	嚗
689	43711	U+FB8E	ﮎ
690	44375	U+32C1	㋁
691	113958	U+55B2	喲
692	117112	U+7A38	稸
693	116565	U+22DA8	𢶨
694	136193	U+26CD	⛍
695	108928	U+7B84	箄
696	117886	U+6993	榓
697	128216	U+74CF	瓏
698	41271	U+25217	𥈗
699	70029	U+109EE	𐧮
700	78648	U+218A6	𡢦
701	101736	U+246C6	𤛆
702	80534	U+A7BA	Ꞻ
703	24758	U+18C9F	𘲟
704	1630	U+2E82	⺂
705	131672	U+03A6	Φ
706	53088	U+80D1	胑
707	52582	U+20C46	𠱆
708	112677	U+2448A	𤒊
709	90521	U+2E2C5	𮋅
710	24839	U+28499	𨒙
711	51072	U+25E59	𥹙
712	38520	U+235DC	𣗜
713	125729	U+23764	𣝤
714	100703	U+2B655	𫙕
715	10312	U+A320	ꌠ
716	102466	U+244AD	𤒭
717	51510	U+3B10	㬐
718	100522	U+281F2	𨇲
719	87155	U+4285	䊅
720	30664	U+1D9B0	𝦰
721	36325	U+CB34	쬴
722	120551	U+9908	餈
723	82426	U+28FAB	𨾫
724	66336	U+76A1	皡
725	142548	U+1867B	𘙻
726	53421	U+2401E	𤀞
727	124463	U+24EDE	𤻞
728	126812	U+2E24C	𮉌
729	48998	U+22493	𢒓
730	140202	U+5630	嘰
731	78840	U+21AB8	𡪸
732	108907	U+6FB5	澵
733	130589	U+12173	𒅳
734	38298	U+20285	𠊅
735	147788	U+1F513	🔓
736	103688	U+9320	錠
737	77525	U+2D9EA	𭧪
738	6074	U+2820	⠠
739	119502	U+2DEA6	𭺦
740	87479	U+17408	𗐈
741	145560	U+5B4C	孌
742	60524	U+2A928	𪤨
743	124503	U+31237	𱈷
744	96909	U+2972C	𩜬
745	18196	U+1294	ኔ
746	64063	U+2038C	𠎌
747	139154	U+2A1E6	𪇦
748	133948	U+8EB7	躷
749	54055	U+31A06	𱨆
750	83164	U+20375	𠍵
751	122546	U+2977D	𩝽
752	1067	U+1E039	𞀹
753	77941	U+17257	𗉗
754	20249	U+133EC	𓏬
755	47536	U+31792	𱞒
756	101771	U+2A99E	𪦞
757	78008	U+318FC	𱣼
758	25194	U+2C32A	𬌪
759	134564	U+26184	𦆄
760	147933	U+1441F	𔐟
761	20186	U+2A8AB	𪢫
762	144939	U+9F74	齴
763	76679	U+17332	𗌲
764	145113	U+1B7E	᭾
765	2907	U+2A3D	⨽
766	93030	U+313FC	𱏼
767	109312	U+1D41B	𝐛
768	103996	U+184EF	𘓯
769	34341	U+2B8E7	𫣧
770	104000	U+186BF	𘚿
771	1533	U+1CCF1	𜳱
772	58563	U+2ABCB	𪯋
773	118919	U+23C52	𣱒
774	86356	U+30618	𰘘
775	58070	U+31479	𱑹
776	131793	U+17EE9	𗻩
777	95195	U+11117	𑄗
778	134117	U+29581	𩖁
779	131115	U+7E09	縉
780	117718	U+130C3	𓃃
781	36503	U+216CB	𡛋
782	113503	U+3212D	𲄭
783	55414	U+2D622	𭘢
784	129148	U+20673	𠙳
785	30488	U+2496B	𤥫
786	100690	U+2985A	𩡚
787	82295	U+25255	𥉕
788	68621	U+23D8D	𣶍
789	97630	U+5DA3	嶣
790	96467	U+31263	𱉣
791	38684	U+2CAC4	𬫄
792	6329	U+C790	자
793	17121	U+CD88	춈
794	55633	U+25068	𥁨
795	73165	U+2B3CF	𫏏
796	85765	U+20425	𠐥
797	47779	U+27E9C	𧺜
798	103679	U+8F8B	辋
799	53443	U+24FDC	𤿜
800	9248	U+14502	𔔂
801	146631	U+10AF1	𐫱
802	81859	U+25542	𥕂
803	47716	U+2587C	𥡼
804	65484	U+26E7D	𦹽
805	25078	U+2D2A9	𭊩
806	17309	U+20039	𠀹
807	107689	U+25D7E	𥵾
